codice,codice_parlante,codice_pod,cliente,dataAp,stato,dataCh,tipologia,componenti_nucleo,indirizzo_fatturazione,città_fatturazione
265bab73-8785-48e7-be00-872f0c895898,U-27102022-001,IT46073499440,b30b68d3-8cea-423e-aba3-28e527655bda,2022-10-27,attiva,NULL,Domestico Residente,3,Via Noci 144,Cambiago
df69f6c5-d4e5-4c69-a7fd-db3f026d3146,U-18052023-001,IT22253400232,b30b68d3-8cea-423e-aba3-28e527655bda,2023-05-18,attiva,NULL,Domestico Non Residente,NULL,Via Noci 144,Cambiago
0ae9319e-94a8-48d3-9ea9-01bd5536210a,U-22012023-002,IT25666797636,6c3b6d3a-de00-4385-9917-4e8625bb7c65,2023-01-22,attiva,NULL,Domestico Residente,5,Viale Del Cristallo 107,Carate Brianza
868bd888-0f62-455c-b8ca-20de5c6a9c89,U-16092022-001,IT14782709722,6c3b6d3a-de00-4385-9917-4e8625bb7c65,2022-09-16,attiva,NULL,Domestico Non Residente,NULL,Viale Del Cristallo 107,Carate Brianza
1fe2b1f9-59a9-4369-bdfc-3b981756f331,U-09012023-001,IT62191919766,19da96f0-7967-4b82-aaf5-54dcf4565881,2023-01-09,attiva,NULL,Commerciale,NULL,Vicolo Dei Platani 5,Cambiago
231ec32d-4d37-4b9e-9689-7432191812c6,U-22112025-001,IT19029703385,906607a3-a5e7-4138-97aa-1a6c2b7e8433,2025-11-22,attiva,NULL,Domestico Residente,1,Piazza Como 24,Muggiò
add65753-4f59-4d31-8b67-2a73d360ba4e,U-19122023-002,IT15544894622,3ecb4ac6-5c28-403c-9818-4031c45157ba,2023-12-19,attiva,NULL,Industriale,NULL,Largo Matera 20,Treviolo
1a225d6c-394a-4161-bc3f-21d50fa0ce99,U-29112027-001,IT21283019417,ef8ea2bd-8bdf-43fe-9ec9-7aec9ce5279f,2027-11-29,attiva,NULL,Domestico Residente,1,Corso Gialla 66,Sovico
8024343b-8453-4db9-ae09-897f80559f20,U-08042026-001,IT66118811100,ef8ea2bd-8bdf-43fe-9ec9-7aec9ce5279f,2026-04-08,attiva,NULL,Domestico Non Residente,NULL,Corso Gialla 66,Sovico
a5b13d38-d2fb-47a5-af55-e7fed20d36e7,U-30112025-001,IT38507900628,1a2b350d-e4ec-4b5b-a6c4-75de5c6e8e1b,2025-11-30,attiva,NULL,Industriale,NULL,Vicolo Caserta 22,Villa d'Almè
8fa8adbe-421a-4fa3-a7ec-19714155c781,U-08122023-001,IT45136974316,89c0c5ec-b251-416d-bff1-20d796eec5c6,2023-12-08,attiva,NULL,Domestico Residente,3,Via Lecce 33,Cornate d'Adda
9a37feae-46a6-41a0-8ed9-d8115160003d,U-13082025-001,IT11435923129,89c0c5ec-b251-416d-bff1-20d796eec5c6,2025-08-13,attiva,NULL,Domestico Non Residente,NULL,Via Lecce 33,Cornate d'Adda
a5442928-1258-4b12-8d4e-eec1a6f969e0,U-28012025-002,IT28413378517,f5f44607-0c22-40dd-a5c9-a6eaecd7d506,2025-01-28,attiva,NULL,Domestico Residente,5,Via Del Tramonto 87,Torre de' Roveri
642d20b9-c0f7-4645-994f-09e95085641f,U-13092024-002,IT99098912222,5a2ed054-ff4e-4a10-8310-b8321f67f9ff,2024-09-13,inattiva,2026-08-01,Industriale,NULL,Viale Zara 23,Grumello del Monte
65855d9e-f0f6-497c-8071-ff86107562c5,U-05062023-002,IT53775626427,d4fda17c-925e-405d-b0dd-36e44c4a3ca5,2023-06-05,attiva,NULL,Domestico Residente,3,Corso Antonio Meucci 131,Chiari
c86c88bc-af42-47f3-8f87-9acae6d96720,U-09072022-001,IT42235382050,2852a447-2eb9-42c3-bdb7-38be16db741a,2022-07-09,attiva,NULL,Domestico Residente,3,Largo Panaro 49,Brusaporto
4d4c3ee5-e54d-410b-b246-c0695dfd321e,U-08052025-001,IT49607205368,5ca46de7-4fd9-4b89-af05-c8e56a91b26b,2025-05-08,attiva,NULL,Domestico Residente,2,Viale Frassini 22,Bellusco
0a7f73e6-aa20-4f90-a757-72efd2b8be23,U-12082025-001,IT72456804358,4e6adbad-518f-4c55-9e39-f6252a6fe839,2025-08-12,inattiva,2026-09-19,Domestico Residente,2,Piazza Isernia 60,Cassano d'Adda
43f2f10c-a2ca-4a22-86d4-5c68cfdb9e6c,U-15092024-001,IT90262264447,fc028f36-0c61-4c31-bcb6-1de9cd519ae4,2024-09-15,attiva,NULL,Domestico Residente,1,Corso Del Mughetto 52,Arcene
6ba1cf56-32f6-4c41-baf8-6a5d901aed28,U-30122022-001,IT57211162134,4368a245-b2be-47e8-b7ac-56e18ce2b42a,2022-12-30,attiva,NULL,Domestico Residente,3,Largo Della Rocca 23,Lesmo
34ba2225-cc70-439c-bc22-bac7b4690268,U-26112023-001,IT81908579334,8b4d95e8-401a-4d31-964b-2837e23ac9fb,2023-11-26,attiva,NULL,Domestico Residente,3,Corso Crotone 114,Erba
6a43befc-b85f-4836-8d0b-f7ca602c8f44,U-30102022-001,IT39258991214,14edc83b-f164-43b9-812d-e16d432fc007,2022-10-30,attiva,NULL,Commerciale,NULL,Largo Bramante 92,Pessano con Bornago
60aed53a-2b97-41c9-921a-f854906cce76,U-01102026-001,IT72456804358,96ca7698-81a3-47ad-8c49-ae8ea3a7bbba,2026-10-01,inattiva,2029-02-18,Domestico Residente,2,Piazza Isernia 60,Cassano d'Adda
8ca63c9c-1f51-424c-b1a1-697a70329fa2,U-11112022-001,IT53067604958,4ce752a0-7148-46f1-807e-efb8529dc77b,2022-11-11,attiva,NULL,Domestico Residente,3,Piazza Torricelli 26,Caponago
5cb3c9af-931c-4f70-8bce-21ec1876ed2b,U-08062025-001,IT87288184867,4ce752a0-7148-46f1-807e-efb8529dc77b,2025-06-08,attiva,NULL,Domestico Non Residente,NULL,Piazza Torricelli 26,Caponago
27e98934-aae6-416d-8932-c1ee782dbdc6,U-08032025-001,IT71323622008,694698ee-37a8-409b-a74d-87554f71b2d7,2025-03-08,attiva,NULL,Domestico Residente,5,Corso Liri 136,Veduggio con Colzano
c2bb14f5-9717-4eb6-a8a1-eee847febf3e,U-06032029-001,IT72456804358,3d6273a5-ee71-4df5-b97c-a2cbdb7e6a0d,2029-03-06,attiva,NULL,Domestico Residente,1,Piazza Isernia 60,Cassano d'Adda
234473a9-ae67-493f-9449-11eae8e20b78,U-05102022-001,IT49309782023,9919236f-90e0-43ed-8cd7-acd0c5d79311,2022-10-05,attiva,NULL,Domestico Residente,4,Via Marco Polo 11,Sarnico
4d017ae9-a25e-4d61-a626-a11c97ed0998,U-14042023-001,IT74858097894,9919236f-90e0-43ed-8cd7-acd0c5d79311,2023-04-14,attiva,NULL,Domestico Non Residente,NULL,Via Marco Polo 11,Sarnico
3e99407c-e3ef-45af-9687-e18988f20242,U-29102025-001,IT40473865949,6501cae1-0021-47e0-bc2c-778a7df0a658,2025-10-29,attiva,NULL,Domestico Residente,5,Via Pavia 141,Inverigo
f59073bf-7451-4624-b832-44360348a73b,U-08012024-001,IT75101022168,2b7103db-97a7-4fe6-bf76-cb0e290f2471,2024-01-08,attiva,NULL,Commerciale,NULL,Piazza Rossini 36,Cantù
b0f52b0f-213b-4d13-b0be-13aab5533eae,U-08082023-002,IT75562513525,d7c4d957-7642-4a3c-b4e8-60c9eb1d10cb,2023-08-08,attiva,NULL,Domestico Residente,4,Corso Terni 133,Cavenago di Brianza
6613a17c-f8c4-41ab-acd7-6dafa1516ae4,U-30092023-001,IT71119828491,d7c4d957-7642-4a3c-b4e8-60c9eb1d10cb,2023-09-30,attiva,NULL,Domestico Non Residente,NULL,Corso Terni 133,Cavenago di Brianza
1564be54-970c-4544-9956-dd85aa7b0d40,U-09112024-001,IT52118459570,774b3781-51e4-4e85-ab46-2aa88e940cb6,2024-11-09,attiva,NULL,Domestico Residente,2,Corso Milano 56,Monza
62270e06-b438-433a-90df-58bbbecf38e2,U-20012025-001,IT49687645487,774b3781-51e4-4e85-ab46-2aa88e940cb6,2025-01-20,attiva,NULL,Domestico Non Residente,NULL,Corso Milano 56,Monza
3806b65a-46f3-4ecc-9326-429a3ca54dfc,U-16122025-001,IT81577007371,934e9c6a-4752-4214-8a02-20374a38daa2,2025-12-16,attiva,NULL,Domestico Residente,3,Piazza Delle Mimose 19,Pioltello
423c7917-5e91-46d9-9593-7baae9b2ca6d,U-30032026-001,IT48847652121,45face10-8f0f-4f7f-b47c-c7eaa877225b,2026-03-30,attiva,NULL,Domestico Residente,1,Largo Vibo Valentia 113,Vaprio d'Adda
077725d4-6168-49d4-aa09-cf472ebeddbe,U-06052024-002,IT55393164011,45face10-8f0f-4f7f-b47c-c7eaa877225b,2024-05-06,attiva,NULL,Domestico Non Residente,NULL,Largo Vibo Valentia 113,Vaprio d'Adda
86cd3f2f-5db2-4e4d-bfc0-8da2d2a638e5,U-27092024-001,IT90464788852,bc40a812-9f19-4432-b3b7-0a43ab300136,2024-09-27,attiva,NULL,Domestico Residente,5,Viale Europa 18,Carnate
b1b8b506-8273-4021-ba9c-12712006e402,U-19082025-002,IT66491778931,bc40a812-9f19-4432-b3b7-0a43ab300136,2025-08-19,attiva,NULL,Domestico Non Residente,NULL,Viale Europa 18,Carnate
b2e411f7-bf85-4d72-9ed4-05f7077d530a,U-02082024-001,IT21111409853,d3db3f21-800f-4c3a-8060-a0023564cd64,2024-08-02,attiva,NULL,Domestico Residente,5,Vicolo Lecce 17,Gessate
ab8c5e21-1ec2-4471-a899-72f098ced05e,U-20042025-001,IT13652535533,c8c2a634-703d-4438-a299-68ce8fd409fb,2025-04-20,inattiva,2025-09-12,Domestico Residente,2,Vicolo Del Diamante 12,Suello
58bd2749-ef6d-43fa-b273-f49d6192a1bf,U-09102025-002,IT13652535533,aaa5e12d-3b5f-491d-a638-0857007634da,2025-10-09,attiva,NULL,Domestico Residente,5,Vicolo Del Diamante 12,Suello
c7534393-7b47-4605-a854-ee919d3dacdc,U-08032023-001,IT94139315385,4042db17-b097-4311-a4e4-6e1138567f69,2023-03-08,attiva,NULL,Domestico Residente,3,Piazza Dei Calzolai 145,Pandino
2411db0a-54b3-4527-83f5-cf5c529d2fea,U-13012024-002,IT56759341851,df7ea064-71f4-4755-b2f6-b3c9cc12f07a,2024-01-13,attiva,NULL,Industriale,NULL,Via Aldo Moro 2,Leffe
25c02120-9b57-4319-8239-d6d0ba519d80,U-22072023-001,IT23981132829,48f1f960-a5ad-415f-a5b0-2e2bd8c22aab,2023-07-22,attiva,NULL,Domestico Residente,1,Vicolo Bracciano 52,Lesmo
819321c2-916d-428b-8744-03776bf92abc,U-22082026-001,IT99098912222,5f219b6b-f6ed-4622-bbdb-c6ee92c1b03f,2026-08-22,attiva,NULL,Commerciale,NULL,Via Goldoni 19,Suello
f536c7ac-79e4-4bd1-bb30-c040a7bd2378,U-07062023-001,IT15334997979,50898a1c-0988-4c44-be00-26e930ac320c,2023-06-07,attiva,NULL,Domestico Residente,4,Vicolo Della Stazione 74,Almenno San Salvatore
8036f33a-79c9-4b65-9d02-1d68f21c8c50,U-14052025-001,IT78421986455,e798cf3e-72d2-473a-a9b1-e4d6f36a51fd,2025-05-14,attiva,NULL,Domestico Residente,2,Via Santorre di Santarosa 141,Cernusco sul Naviglio
77d91379-9eec-4def-a9d3-4cdb0f5411be,U-08062025-002,IT14980691352,e84166f5-7448-4c6b-b242-9021ab11e736,2025-06-08,inattiva,2027-10-12,Domestico Residente,4,Via Orchidee 23,Martinengo
4ad6418c-e9f1-4985-a172-2689c56ff092,U-02112023-002,IT71256990874,334de148-3df1-4927-9774-ff55d732acb7,2023-11-02,attiva,NULL,Industriale,NULL,Vicolo Chiese 76,Grumello del Monte
e45cc597-b3fb-4ced-b382-5a9eef5b1724,U-15082023-001,IT30591086502,26702988-1199-412b-bee5-e1eca3708dfe,2023-08-15,inattiva,2024-07-14,Domestico Residente,1,Corso Borromini 74,Pioltello
65e4ef9d-ce33-4da9-9318-727574644553,U-25032024-001,IT24364111494,582db10c-8d34-4937-8868-3bec071cd7ef,2024-03-25,inattiva,2024-09-04,Domestico Residente,2,Corso Matera 51,Casatenovo
6fe9d3cc-00e3-4006-b6ab-545f88783b97,U-10092022-002,IT45180399620,a9211556-05fb-4454-ac72-c4196402fed1,2022-09-10,attiva,NULL,Domestico Residente,5,Largo Delle Margherite 133,Besana in Brianza
7398ad56-fdb6-495f-9215-21c615bcd7f8,U-07082024-001,IT30591086502,a9211556-05fb-4454-ac72-c4196402fed1,2024-08-07,attiva,NULL,Domestico Non Residente,NULL,Largo Delle Margherite 133,Besana in Brianza
675b947c-889f-4ad1-81dc-54303090fc94,U-29102027-001,IT14980691352,b60e7036-48cf-4946-a8b5-e4894a9b7ed0,2027-10-29,attiva,NULL,Domestico Residente,2,Via Orchidee 23,Martinengo
2196984c-cc05-4b9e-860d-47fb4453a0e5,U-24092024-001,IT24364111494,57c2fe2d-64de-4638-ba73-dc5903e7ffae,2024-09-24,attiva,NULL,Domestico Residente,1,Corso Matera 51,Casatenovo
f3d632d3-10bf-481d-ac08-8c97d47f06ef,U-17092022-001,IT24832143171,11f6d001-f765-4282-9bfd-8f2b82b6a158,2022-09-17,attiva,NULL,Domestico Residente,1,Via Antonio Meucci 38,Limbiate
907b4f80-6374-4a41-a4c6-bde829271143,U-13102024-001,IT23134144801,2b80bccb-06c5-4ba1-b88c-4338913e67cb,2024-10-13,attiva,NULL,Domestico Residente,3,Vicolo Delle Magnolie 31,Rivolta d'Adda
aea86f38-cf5f-4d47-bcb2-33c422a9bb29,U-22082023-002,IT89105892078,4237d5a1-a865-4047-93f6-882a68fad87b,2023-08-22,attiva,NULL,Domestico Residente,1,Vicolo Croce 120,Trescore Balneario
9ffd3f7d-140f-4fd6-9271-468f74bf0fc5,U-20022024-001,IT96994064945,1ce1a8f0-0e5f-44f5-a9dc-db5830a96bac,2024-02-20,attiva,NULL,Domestico Residente,3,Corso Benevento 33,Calusco d'Adda
f09df88b-7ddd-4f84-9a96-a9688a6d6af2,U-10042024-001,IT87819970447,779f862f-96b3-4833-a298-e9460ddb0d06,2024-04-10,attiva,NULL,Domestico Residente,4,Piazza Cosenza 8,Ranica
7f4e72a0-7794-432b-a8f8-1487c5a10565,U-22102022-002,IT85190441477,17770d45-fd0c-46da-881e-e5a32910ff94,2022-10-22,attiva,NULL,Domestico Residente,4,Vicolo Della Costa 71,Spino d'Adda
0e321b57-db12-4acd-9e0b-bb2b44807007,U-29042023-001,IT90608693798,074e76f8-8edc-4841-8038-e8196dc9dbc2,2023-04-29,attiva,NULL,Domestico Residente,3,Via Guicciardini 7,Treviglio
e0b23473-732a-4a34-9488-b62af1c0958d,U-02092025-001,IT28581914698,7d783478-baa2-4122-90c0-737811046669,2025-09-02,inattiva,2026-09-13,Domestico Residente,3,Vicolo Charles Darwin 70,Orio al Serio
46ee533b-a909-4f94-9fe1-d045426ae799,U-03042024-001,IT79316994881,10e9af49-b2ac-40ea-bb59-ee8e0ce33240,2024-04-03,attiva,NULL,Industriale,NULL,Vicolo Ortensie 79,Usmate Velate
2388638d-fa71-4c3b-82a6-f8d0ac4537c5,U-24092026-001,IT28581914698,0cace1b1-7332-433c-8b9c-6ee483423c5c,2026-09-24,attiva,NULL,Domestico Residente,5,Vicolo Charles Darwin 70,Orio al Serio
866b7643-bddc-4c8e-ad00-2f665449b264,U-09052025-001,IT47594437918,e617337a-4428-420e-9cdb-a791f777ebe6,2025-05-09,attiva,NULL,Domestico Residente,1,Largo Marconi 88,Trezzo sull'Adda
1dab254e-0b2b-4563-9212-28b5d5d84067,U-03072023-001,IT67655164881,e617337a-4428-420e-9cdb-a791f777ebe6,2023-07-03,inattiva,2024-03-25,Domestico Non Residente,NULL,Largo Marconi 88,Trezzo sull'Adda
e04e2409-ff3f-4623-a9c0-020e5969802b,U-05042025-001,IT57278558489,81952d4a-0fa8-4e68-badf-b268d8993b17,2025-04-05,attiva,NULL,Industriale,NULL,Via Della Costa 98,Caponago
e556059b-a07f-4855-a0c5-8f23df3c2869,U-18072022-001,IT61801259944,6814d48a-9d67-4485-b3d4-41472d4c6742,2022-07-18,inattiva,2022-12-19,Domestico Residente,1,Via Della Luna 57,Inverigo
2c5244e3-5637-47da-9ed1-1007824517fa,U-03062023-002,IT19079866150,c5898ae2-dc2f-4b3e-87ad-6556bfc9e86d,2023-06-03,attiva,NULL,Domestico Residente,2,Viale Viterbo 137,Grassobbio
c39839c4-e35b-49fe-9ed7-9eaa86734965,U-14012023-003,IT61801259944,6a5a760d-f16b-4092-a6f1-768cf8a82305,2023-01-14,attiva,NULL,Domestico Residente,3,Via Della Luna 57,Inverigo
d753bd79-9c26-416b-8263-75c54d4d08cc,U-09112025-001,IT38543091604,1ec94521-8d63-4519-9709-4677a9545a0d,2025-11-09,attiva,NULL,Domestico Residente,1,Corso Delle Mimose 49,Cabiate
78685c6e-ca1b-451c-83e3-41fa4b558641,U-29072023-001,IT24804885187,7f095654-d72b-4249-a934-0c1dc94d9baf,2023-07-29,inattiva,2024-04-16,Domestico Residente,1,Largo Malpighi 70,Scanzorosciate
b35f81b8-e954-485e-a87c-9f1a237d2bdb,U-24042024-002,IT24804885187,95d18095-e04e-4141-a6e7-a128d00b2093,2024-04-24,attiva,NULL,Domestico Residente,5,Largo Malpighi 70,Scanzorosciate
67e864be-668e-465f-a81d-859321f6856d,U-19102024-001,IT56257864153,009368c3-b1d8-4dcd-ab94-f24045278970,2024-10-19,attiva,NULL,Industriale,NULL,Largo Amerigo Vespucci 67,Sovico
62668c7d-39d0-4ba5-8809-78aa7934a931,U-27072024-001,IT23753338612,6b2af933-9535-49fb-b2d4-583f78d374c5,2024-07-27,attiva,NULL,Domestico Residente,3,Via San Luca 73,Lecco
ca237fad-c083-44af-a36d-76e5f7af8e62,U-03072022-002,IT65723867058,825f561d-79ca-41a6-830f-89bfd44bf7a4,2022-07-03,attiva,NULL,Commerciale,NULL,Via Teramo 22,Pusiano
ece72099-de2b-402d-b81c-4250ad6e8a80,U-26122025-001,IT99937751018,825f561d-79ca-41a6-830f-89bfd44bf7a4,2025-12-26,attiva,NULL,Industriale,NULL,Via Teramo 22,Pusiano
034fad5c-6227-4500-96cd-809195380d72,U-09102025-003,IT97068111380,f62742f7-cd25-4613-8d0a-73322517a714,2025-10-09,attiva,NULL,Domestico Residente,1,Viale Minore 83,Valmadrera
6bff58e8-c9d0-4859-9ef1-d96c461157c1,U-28082023-001,IT17007467910,7d814b08-d12f-4dd9-a111-1ba622b5685a,2023-08-28,attiva,NULL,Domestico Residente,2,Vicolo Santa Chiara 110,Calolziocorte
9cc414f6-745b-4503-b9f0-05fe8cf99d4b,U-27072024-002,IT20451006158,71a59824-c86a-4e52-aabe-07a5252995fb,2024-07-27,attiva,NULL,Domestico Residente,2,Piazza Santorre di Santarosa 17,Pandino
92fc2d6c-7bed-4497-b906-388a0245c253,U-05062025-001,IT41173450168,bb16a16e-3a9f-433f-af0b-42b10cbd27f9,2025-06-05,attiva,NULL,Domestico Residente,1,Via Dell'Orsa Maggiore 22,Curno
f8ad5072-d443-49c5-b277-88863cff8be9,U-25102025-001,IT71777369929,d1835efc-4259-4887-87c7-9d29dfa4aab7,2025-10-25,attiva,NULL,Domestico Residente,4,Largo Rodari 133,Sarnico
3d3cb107-03ea-4972-9b7c-d74d82c7e3b5,U-18022023-001,IT41097506939,b87d750b-77bd-4d04-8116-59616903701a,2023-02-18,attiva,NULL,Domestico Residente,4,Vicolo Sardegna 91,Chiuduno
06e221ee-8251-41c2-b02f-8125d98d7fbf,U-16042024-001,IT67655164881,b829db73-aacc-4850-b90c-0c79f0298944,2024-04-16,inattiva,2026-08-13,Domestico Residente,5,Vicolo Delle Querce 69,Merate
14b0d994-28db-4f6b-a7b0-d797b8d89ccc,U-16082026-001,IT67655164881,fe538357-1c8e-465b-9fe0-bac60b5b8b1e,2026-08-16,attiva,NULL,Domestico Residente,1,Vicolo Delle Querce 69,Merate
61d1bee8-b663-4396-a419-5e53dc99963d,U-28082023-002,IT77075591309,6803555e-e877-4c70-bb7f-cfdda02dde61,2023-08-28,attiva,NULL,Commerciale,NULL,Viale Dei Fabbri 20,Cavenago di Brianza
a2906c34-3b77-4c92-b36c-1b98591190de,U-16112023-001,IT64231146312,58a5ef68-0786-4f2b-881e-956f3c8572bc,2023-11-16,attiva,NULL,Domestico Residente,1,Vicolo Della Rocca 31,Macherio
902f2762-ffa7-4687-b824-5aac1982ac18,U-04092025-001,IT36459318550,d46057c5-15b2-4c48-a00b-b3ed279ad8c5,2025-09-04,attiva,NULL,Commerciale,NULL,Piazza Pacinotti 131,Villa d'Almè
f251a5f9-0c85-4f05-8945-f867cccc7a99,U-26092023-001,IT77584095908,b78dcb1c-82a9-492c-b60f-5e1688aee60e,2023-09-26,attiva,NULL,Industriale,NULL,Largo Antonio Meucci 104,Carate Brianza
41cec83b-f361-4705-b550-2814a1330a78,U-05112023-001,IT51715407951,9436cf5d-24cd-4cc3-b327-c8c6f9728820,2023-11-05,attiva,NULL,Domestico Residente,3,Via Bologna 66,Camparada
312b527e-42ce-4d1e-b59a-c2659399567d,U-23092022-001,IT82523271872,350ff829-7c12-4427-8ade-af7eddd984e7,2022-09-23,attiva,NULL,Domestico Residente,5,Largo Amerigo Vespucci 81,Barzanò
f8b2837b-b990-4325-9abc-5c20effb8fba,U-16072023-001,IT76187079912,adec2801-db09-42e7-b0ee-0e8a23f93e74,2023-07-16,attiva,NULL,Domestico Residente,5,Corso San Rocco 2,Azzano San Paolo
4e5ce4d5-cb2c-4f6e-aab4-1d1084d5c4bd,U-23052023-001,IT96021652007,619dc962-0500-418c-afed-f2bec849c63d,2023-05-23,attiva,NULL,Domestico Residente,4,Largo Delle Querce 12,Aicurzio
7158e523-c50d-4edb-b4e5-b2e345c42049,U-02112025-002,IT85905431320,5f262dab-4956-49ea-9c6e-ccd3c2b6ece0,2025-11-02,attiva,NULL,Domestico Residente,4,Via Cagliari 82,Misinto
066afa0b-3caa-4745-83fe-369ef078081c,U-16062024-002,IT29407820941,843bde72-39f4-467e-af40-bfeeb9306baa,2024-06-16,attiva,NULL,Domestico Residente,3,Via San Bernardo 99,Valmadrera
c2c3c3ee-7251-4816-957e-968d5add3f75,U-28072022-001,IT67426229114,59ec54d6-8265-4cf0-b393-e69b2c0bdf67,2022-07-28,attiva,NULL,Domestico Residente,5,Vicolo Ortensie 122,Carnate
eb3779e3-729c-4998-bacf-aa80f7c5863d,U-12072023-002,IT62866623014,17f0674d-7353-47f4-b3ef-afc6a7c71225,2023-07-12,attiva,NULL,Industriale,NULL,Piazza Virgilio 3,Curno
e862ae29-47d1-46ce-a6f3-9725333bd8d7,U-27032024-001,IT68131813500,ec1703d5-6d80-49ae-914b-bd63f17e5b08,2024-03-27,attiva,NULL,Domestico Residente,1,Via Galvani 61,Pozzuolo Martesana
e477d828-bf57-4c9e-8f78-f209b7f96386,U-10082022-001,IT56742737086,acfa1465-c8fd-487f-a1ac-0cf920b83f5f,2022-08-10,attiva,NULL,Domestico Residente,2,Piazza San Francesco 64,Pessano con Bornago
f7009fe9-4397-4a83-93bd-ac11a8138b0c,U-17122023-003,IT66593171172,7b2acae0-f327-43f5-856c-60d5893e52b0,2023-12-17,attiva,NULL,Domestico Residente,1,Vicolo Giulio Cesare 54,Pusiano
3611432a-5d0c-4c20-908c-5a2eb9606c47,U-21022024-001,IT71122803934,7b2acae0-f327-43f5-856c-60d5893e52b0,2024-02-21,attiva,NULL,Domestico Non Residente,NULL,Vicolo Giulio Cesare 54,Pusiano
5a50f6d4-c5bd-4f7b-af4e-2891f417605b,U-07082023-002,IT21635227810,6c40f4f6-da81-4477-b3fd-8a52d2d06522,2023-08-07,attiva,NULL,Domestico Residente,3,Largo L'Aquila 70,Villa d'Almè
4dbdb249-609a-4799-b10f-91fff4390e8f,U-06102025-001,IT37357128862,ed8c10f5-3d94-4527-807b-952dbd9e7e68,2025-10-06,attiva,NULL,Domestico Residente,3,Vicolo Santa Chiara 64,Bellusco
1d467454-f648-45fc-83bf-aec11b4a9f96,U-04092023-002,IT65408436907,2d3d0030-7859-4f21-88d1-fc0b917b06fa,2023-09-04,attiva,NULL,Domestico Residente,3,Via Potenza 122,Levate
e021fb34-59ab-446c-bacc-bc973e56f732,U-07122025-003,IT71096215690,bea95278-9735-40a0-b98a-0d42c74232ce,2025-12-07,attiva,NULL,Domestico Residente,1,Largo Zara 38,Usmate Velate
bc953d06-a874-438d-83fc-880c1f178794,U-29052023-001,IT85706841831,f5cfbaac-6931-45ab-92f2-66ff175e34f1,2023-05-29,attiva,NULL,Domestico Residente,2,Largo San Biagio 128,Truccazzano
60230b32-880d-430c-9b64-9a2ea281e344,U-03072024-002,IT94856357687,055815ee-4c41-4dad-95b0-6fce56547285,2024-07-03,attiva,NULL,Domestico Residente,4,Viale Siracusa 42,Verdello
a3cb90c8-b1ba-46fe-8d29-cdc98d010935,U-07082023-003,IT11780567983,771ee166-fb29-46f1-8163-18b3db11b681,2023-08-07,attiva,NULL,Domestico Residente,5,Piazza Del Poggio 15,Palosco
8f3afca7-eb83-4a9e-9609-4b68fba526fe,U-14102025-001,IT82379687152,940c18d8-3452-490e-ae66-c640380b88ca,2025-10-14,attiva,NULL,Domestico Residente,2,Largo Dell'Eclissi 70,Cernusco sul Naviglio
5ee325cf-21c4-4782-a949-bfe9dde3c520,U-23012025-001,IT92270374703,f80fd702-e011-46d6-b150-09b6502f2b48,2025-01-23,attiva,NULL,Industriale,NULL,Via Italia 113,Mapello
c5dfcae6-aeb4-4d01-8b95-13d2fb11027d,U-01072022-001,IT46884062692,d4db0253-3a56-484c-916b-ba0b7c01fff8,2022-07-01,attiva,NULL,Domestico Residente,5,Largo Leopardi 131,Busnago
97a66d30-a83d-4e0b-b755-6b61dc344bbf,U-11082023-001,IT23505099453,eaaf7320-1a8c-40a7-b15b-75a1989b82e1,2023-08-11,attiva,NULL,Domestico Residente,3,Piazza Gelsomini 5,Erba
748aa6a7-a872-4710-acd2-cb3be6c264f0,U-07092023-001,IT17127091943,5aed6e3c-39ee-45a3-b05e-d2734c96cff9,2023-09-07,attiva,NULL,Domestico Residente,1,Viale Dell'Edera 97,Cassano d'Adda
5a6e7b01-81de-49da-9380-19bab3f05ab4,U-14082023-002,IT61577922476,f171c088-3b39-4c09-bfd4-3672056927f7,2023-08-14,attiva,NULL,Domestico Residente,3,Largo Del Mughetto 63,Calcinate
29375b02-4a07-4af1-9440-a8d712b95746,U-31082025-002,IT45395440881,bcae7839-6385-4d25-a97a-b3be15418538,2025-08-31,attiva,NULL,Domestico Residente,1,Via Cavour 143,Cernusco sul Naviglio
1e2abfb7-acc2-4b55-ae1d-2fe3672b43ab,U-22042024-001,IT39883606877,4b067610-9758-46ca-8382-fac32d539687,2024-04-22,attiva,NULL,Domestico Residente,2,Largo Padova 67,Ornago
daa1942f-294f-47f4-9587-6ad40eaafd64,U-24012024-001,IT69497021824,4b067610-9758-46ca-8382-fac32d539687,2024-01-24,attiva,NULL,Domestico Non Residente,NULL,Largo Padova 67,Ornago
51b2f999-4786-409a-b30c-69dedddaa3a2,U-12092024-001,IT12686292873,ed9696fa-44bc-42a5-b504-fc99178d050d,2024-09-12,inattiva,2027-05-01,Industriale,NULL,Vicolo Teramo 28,Scanzorosciate
d69ef3f2-d6e7-4439-bbe7-a2978cac3bf3,U-08102024-002,IT91084144005,064c0086-c7bd-48e2-9802-2404d5b84b69,2024-10-08,attiva,NULL,Commerciale,NULL,Viale Reggio Emilia 88,Busnago
4ec430c5-bd09-4450-acdd-3b121a8e81c0,U-28052025-001,IT24141780559,6fe2ee87-2853-4750-a9d9-f13c6a3879b6,2025-05-28,attiva,NULL,Domestico Residente,5,Piazza Charles Darwin 132,Nembro
